"Survey","nHost","nInfect","nExpectd","nPatent","nTransmit","nTreatments1","nUncomp","innoculationsPerAgeGroup","innoculationsPerAgeGroup_2","Vector_Nv","Vector_Nv_2","inputEIR","simulatedEIR","nMDAs","nMassScreenings","nTreatDiagnostics","nInfectByGenotype","nInfectByGenotype_2","nPatentByGenotype","nPatentByGenotype_2","nHostDrugConcNonZero","nHostDrugConcNonZero_2","nHostDrugConcNonZero_3","sumLogDrugConcNonZero","sumLogDrugConcNonZero_2","sumLogDrugConcNonZero_3","Inoculation_S","Inoculation_R","Infection_S","Infection_R","Patent_S","Patent_R"
100,1e+05,51578,94622.2,16154,0.0176894,2705,6492,2200.69,2852.92,5673.97,30758.8,0.00881798,0.0111641,0,0,2732,29881,35884,4854,6114,0,773,0,0,-14401.3,0,0.435468902428165,0.564531097571835,0.454360222002585,0.545639777997415,0.442560175054705,0.557439824945295
101,1e+05,43173,94275.9,7253,0.00632771,912,2327,843.649,1088.29,18243.4,88573.2,0.0105314,0.00426776,0,0,918,23534,28734,1820,2399,0,250,0,0,-5071.09,0,0.436685112728715,0.563314887271286,0.450256371010944,0.549743628989056,0.431381844038872,0.568618155961128
102,1e+05,35063,93964.1,3260,0.00243721,362,930,745.553,997.962,69263.3,337913,0.0343173,0.00385148,0,0,371,18142,22382,809,1050,0,101,0,0,-1984.58,0,0.42761490437421,0.57238509562579,0.447685322278156,0.552314677721844,0.435180204410974,0.564819795589026
103,1e+05,29010,93689.2,2300,0.00164597,219,738,1072.31,1359.25,165210,852386,0.12571,0.00537141,0,0,222,14437,18030,584,822,0,77,0,0,-1456.53,0,0.440996726381418,0.559003273618582,0.444666892537038,0.555333107462962,0.415362731152205,0.584637268847795
104,1e+05,25578,93462,2589,0.00199497,334,934,1766.94,2326.3,242404,1316930,0.291743,0.00904207,0,0,338,12466,15652,803,997,0,117,0,0,-2045.39,0,0.43167270914972,0.56832729085028,0.443345899423857,0.556654100576143,0.446111111111111,0.553888888888889
105,1e+05,25688,93314.8,3933,0.00329064,491,1491,3370.11,4337.69,321110,1748980,0.429892,0.0170267,0,0,495,12446,15639,1258,1638,0,199,0,0,-3719.18,0,0.437233711305431,0.562766288694569,0.443154708919352,0.556845291080648,0.43439226519337,0.56560773480663
106,1e+05,30458,93339.6,6698,0.00543305,935,2669,7018.4,9658.9,485092,2599740,0.574138,0.0368406,0,0,944,14758,19074,2117,2900,0,308,0,0,-5458.26,0,0.420835506946568,0.579164493053432,0.436214235043746,0.563785764956254,0.421965317919075,0.578034682080925
107,1e+05,41816,93752.7,12212,0.010584,1697,5057,17877,23957,630876,3508040,0.861135,0.0924135,0,0,1701,21251,27197,4064,5473,0,618,0,0,-11182.8,0,0.427331835349237,0.572668164650763,0.438635237780713,0.561364762219287,0.426129810212855,0.573870189787145
108,1e+05,57338,94726.4,21987,0.0207872,3449,9931,42717.6,59480,412695,2617000,1.09617,0.225765,0,0,3496,31021,40106,7772,10620,0,1278,0,0,-22071.5,0,0.417990246346294,0.582009753653706,0.436135363504717,0.563864636495283,0.422575032622879,0.57742496737712
109,1e+05,68060,95692.5,32274,0.0358133,5964,15664,62573.4,85131.2,111470,877110,0.727517,0.326304,0,0,6038,40205,50338,11978,16531,0,2111,0,0,-37080.5,0,0.423638803395426,0.576361196604574,0.444043161812619,0.555956838187381,0.420148023431197,0.579851976568803
110,1e+05,69464,96028.7,36341,0.0446848,7116,17567,40407.4,55947.6,19371.8,178016,0.206772,0.212868,0,0,7236,42590,52886,13815,18165,0,2459,0,0,-45081.6,0,0.419359659592133,0.580640340407867,0.446080690435293,0.553919309564707,0.431988742964353,0.568011257035647
111,1e+05,64404,95818.6,31732,0.0388817,5791,14156,12781,17778.4,5364.87,41879.8,0.036287,0.0675111,0,0,5878,39364,48692,11071,14891,0,1794,0,0,-33079.5,0,0.418234651203885,0.581765348796115,0.447033705823567,0.552966294176433,0.426430937524074,0.573569062475926
112,1e+05,56295,95441,20045,0.0227373,3378,8068,2940.57,4087.81,5055.87,28456.1,0.00981114,0.0155265,0,0,3420,32865,41165,5923,8137,0,967,0,0,-17788.5,0,0.418385175531204,0.581614824468797,0.443941645278941,0.556058354721059,0.42126600284495,0.57873399715505
113,1e+05,47818,95071.9,9214,0.00862233,1266,3132,986.97,1370.9,14493,70921,0.00933552,0.00520868,0,0,1278,26122,33446,2262,3224,0,315,0,0,-5987.73,0,0.418585418195236,0.581414581804765,0.438524039752887,0.561475960247113,0.412322274881517,0.587677725118483
114,1e+05,39375,94741.5,4063,0.00295978,402,1116,793.61,1107.52,56701.3,275061,0.0273067,0.00419966,0,0,405,20277,26345,935,1333,0,115,0,0,-2055.03,0,0.417441206019578,0.582558793980422,0.434923426708421,0.565076573291579,0.412257495590829,0.587742504409171
115,1e+05,32639,94449.2,2622,0.00184893,277,786,1024.27,1483.48,148858,759854,0.103665,0.00553969,0,0,280,16032,21150,654,939,0,86,0,0,-1654.56,0,0.408441830325989,0.591558169674011,0.431176375665645,0.568823624334355,0.410546139359699,0.589453860640301
116,1e+05,28553,94202.9,2761,0.00214298,330,935,1670.48,2529.52,231722,1251660,0.263363,0.00927792,0,0,331,13574,18248,760,1095,0,115,0,0,-2055.04,0,0.397733333333333,0.602266666666667,0.426560241342467,0.573439758657532,0.409703504043127,0.590296495956873
117,1e+05,28120,94028.4,4027,0.0033299,489,1475,3115.95,4741.89,303784,1659210,0.410246,0.0173581,0,0,496,13061,18029,1170,1706,0,206,0,0,-3765.91,0,0.396540270608717,0.603459729391283,0.420102926986169,0.579897073013831,0.406815020862309,0.593184979137691
118,1e+05,31873,93993.9,6672,0.00572681,913,2681,6584.05,9617.78,451328,2420550,0.542771,0.0357905,0,0,917,15081,20677,2011,3082,0,313,0,0,-5215.76,0,0.406376933963632,0.593623066036367,0.421751775826389,0.578248224173612,0.394855684272531,0.605144315727469
119,1e+05,42431,94293.7,12072,0.0102282,1606,4883,16121.2,24451.5,624952,3433450,0.803445,0.0896265,0,0,1620,20679,28670,3887,5510,0,560,0,0,-10450.8,0,0.39734106924114,0.60265893075886,0.419035846724351,0.580964153275649,0.413642651910184,0.586357348089816
120,1e+05,57742,95096.3,21951,0.0204798,3245,9725,40289.9,59003.5,472109,2908080,1.08888,0.219353,0,0,3278,30604,41138,7429,10784,0,1200,0,0,-21090.9,0,0.405766143570469,0.594233856429531,0.426584148755262,0.573415851244738,0.407895459287322,0.592104540712678
121,1e+05,69008,96004.9,32662,0.0362656,5821,15694,65305.3,95069.5,145796,1104240,0.826773,0.354293,0,0,5893,40234,51830,12009,16747,0,2086,0,0,-37258.4,0,0.407204249046608,0.592795750953392,0.437022071602364,0.562977928397636,0.417617192933649,0.582382807066351
122,1e+05,71571,96374.5,37610,0.0458529,7236,18045,47945.4,70512.4,25799.2,234808,0.268456,0.261695,0,0,7357,43585,55535,13810,19406,0,2452,0,0,-45035,0,0.404746669278005,0.595253330721995,0.439719531880549,0.560280468119451,0.415763487475915,0.584236512524085
123,1e+05,66680,96186.8,33840,0.0423234,6341,15452,16478.3,23795.6,6178.26,50794.1,0.0484433,0.0889709,0,0,6423,40585,51571,11779,16453,0,2058,0,0,-37623.3,0,0.40915580562101,0.59084419437899,0.440394548374495,0.559605451625505,0.417221592519127,0.582778407480873
124,1e+05,58926,95801.1,22729,0.0261934,3779,9324,3752.77,5523.94,4654.49,27382.7,0.0113345,0.0204935,0,0,3817,34268,44364,6779,9735,0,1105,0,0,-20456.7,0,0.404536737701189,0.595463262298811,0.435802217926544,0.564197782073456,0.410500181664043,0.589499818335957
125,1e+05,50739,95418.3,11122,0.0103919,1498,3764,1112.48,1618.19,11609.8,57457.3,0.00855364,0.00603224,0,0,1508,27687,36552,2788,3946,0,403,0,0,-7977.44,0,0.407401846433293,0.592598153566707,0.430999859898193,0.569000140101807,0.414018414018414,0.585981585981586
126,1e+05,42042,95075.5,4600,0.00359036,547,1312,784.285,1132.59,45836,221457,0.0218706,0.00423445,0,0,553,21553,28841,1063,1488,0,148,0,0,-2964.94,0,0.409147701336811,0.590852298663189,0.427689804341787,0.572310195658213,0.416699333594669,0.583300666405331
127,1e+05,34552,94771.7,2711,0.00187454,266,768,987.752,1415.42,132032,666924,0.0844155,0.00530866,0,0,268,16843,22892,700,960,0,75,0,0,-1305.26,0,0.4110201017655,0.5889798982345,0.423883226374733,0.576116773625267,0.421686746987952,0.578313253012048
128,1e+05,29794,94509.6,2679,0.002092,304,925,1629.03,2158.55,220486,1182420,0.234297,0.00836687,0,0,308,14122,19201,738,1069,0,101,0,0,-1869.57,0,0.430097846118102,0.569902153881898,0.423791375326351,0.576208624673649,0.408411732152739,0.591588267847261
129,1e+05,28604,94313.5,3771,0.00287486,432,1303,3144.42,4067.84,288776,1580090,0.389757,0.0159321,0,0,434,13557,18189,1211,1525,0,157,0,0,-2749.2,0,0.435982618485745,0.564017381514255,0.427045927045927,0.572954072954073,0.442616959064327,0.557383040935672
130,1e+05,31418,94224.4,6279,0.00519082,797,2487,6026.49,7789.9,419482,2254250,0.515405,0.0305209,0,0,804,15229,19887,2051,2644,0,289,0,0,-4802.79,0,0.436184126244265,0.563815873755735,0.433676956373163,0.566323043626837,0.436847710330138,0.563152289669862
131,1e+05,40937,94421.4,10825,0.0093452,1429,4462,14974.8,19728.6,608358,3310770,0.748356,0.0766612,0,0,1442,20680,26614,3742,4765,0,542,0,0,-8997.3,0,0.431508151939003,0.568491848060997,0.437264769315347,0.562735230684653,0.439873045727048,0.560126954272952
132,1e+05,55896,95107.1,20166,0.0187185,3004,8843,38472.7,49967.9,525989,3156100,1.06372,0.195372,0,0,3037,30712,38188,7236,9377,0,1150,0,0,-19906.4,0,0.435011747998091,0.564988252001909,0.445747460087083,0.554252539912917,0.435562511286342,0.564437488713658
133,1e+05,67879,96003.9,31222,0.0341452,5346,14760,68015.8,90084.8,187527,1366940,0.916535,0.349268,0,0,5415,40736,49531,12235,15344,0,2006,0,0,-35367.9,0,0.430205830970913,0.569794169029087,0.451283414758439,0.548716585241561,0.443634649552196,0.556365350447804
134,1e+05,72032,96451.3,37804,0.0455996,7007,18234,58227.7,75485.5,34643.9,309622,0.342382,0.295397,0,0,7115,45894,54465,15145,19015,0,2407,0,0,-43401.5,0,0.435467104220077,0.564532895779923,0.457298299106209,0.542701700893791,0.443354800936768,0.556645199063232
135,1e+05,68456,96320.5,35757,0.0449862,6506,16534,22043.8,28736.5,7360.87,63219.1,0.0651165,0.112181,0,0,6625,43797,51934,13682,17209,0,2121,0,0,-39951.7,0,0.434101413343363,0.565898586656637,0.457500705100751,0.542499294899249,0.442912175067172,0.557087824932828
136,1e+05,60920,95944,25554,0.0300439,4327,10608,5237.76,6851.17,4438.85,27470.7,0.0135586,0.0267059,0,0,4370,37545,44972,8390,10526,0,1284,0,0,-24732.1,0,0.433269114801724,0.566730885198276,0.454997152101991,0.545002847898009,0.44353986043561,0.55646013956439
137,1e+05,52763,95554.3,12917,0.0128122,1830,4607,1410.2,1840.18,9419.6,47333.4,0.00812621,0.00718033,0,0,1852,30576,37400,3492,4579,0,492,0,0,-9675.08,0,0.433856964416468,0.566143035583532,0.449805813816641,0.550194186183359,0.432660141246438,0.567339858753562
138,1e+05,44230,95203.5,5554,0.00427786,579,1537,844.882,1121.1,36677.2,176821,0.0177113,0.00434294,0,0,585,23910,29896,1367,1778,0,157,0,0,-2910.12,0,0.429750628439121,0.570249371560879,0.444374233356875,0.555625766643125,0.434658187599364,0.565341812400636
139,1e+05,36537,94892.4,2977,0.00204284,294,850,995.729,1316.97,115192,576052,0.0680155,0.0051088,0,0,295,18668,23887,718,990,0,92,0,0,-1717.55,0,0.430548463072799,0.569451536927201,0.438679356127365,0.561320643872635,0.420374707259953,0.579625292740047
140,1e+05,31359,94621.7,2669,0.00190616,313,866,1541.97,1988.79,208361,1107980,0.205264,0.00779954,0,0,316,15422,19982,804,983,0,101,0,0,-1708.68,0,0.436724671175611,0.563275328824389,0.43560049711897,0.56439950288103,0.449916060436486,0.550083939563514
141,1e+05,29253,94407.2,3521,0.00266234,411,1235,2746.97,3548.8,275634,1508990,0.367881,0.0139075,0,0,420,14200,18391,1114,1381,0,140,0,0,-2681.65,0,0.436319941802194,0.563680058197806,0.435703108220061,0.564296891779939,0.446492985971944,0.553507014028056
142,1e+05,30911,94287.3,5695,0.00456955,649,2186,5249.19,6792.25,390302,2103590,0.491286,0.0265999,0,0,656,15187,19385,1895,2347,0,231,0,0,-4001.78,0,0.435927098420123,0.564072901579878,0.439286127502025,0.560713872497975,0.446723243752947,0.553276756247053
143,1e+05,38698,94404.4,9746,0.00853752,1323,3948,12840.6,16046.6,583534,3153410,0.69732,0.0638134,0,0,1328,19929,24414,3431,4203,0,482,0,0,-7792.17,0,0.444508294331053,0.555491705668947,0.449428320140721,0.550571679859279,0.449436730416558,0.550563269583442
144,1e+05,53320,94999.1,18300,0.0166178,2603,7951,33913.5,42945.9,570904,3346580,1.02434,0.169788,0,0,2633,29426,35576,6831,8287,0,979,0,0,-16788,0,0.441240759100383,0.558759240899617,0.452693763268822,0.547306236731178,0.451845482206641,0.548154517793359
145,1e+05,66643,95898.1,29814,0.0319206,4969,14058,68398.2,81960.1,236511,1660500,0.991585,0.332156,0,0,5030,40429,47128,11879,14332,0,1822,0,0,-32346.5,0,0.454901392207813,0.545098607792187,0.46174492045182,0.53825507954818,0.453206668955782,0.546793331044218
146,1e+05,71844,96450.5,37263,0.0448587,6922,18205,66741,81559.2,46681.8,406820,0.4279,0.327623,0,0,7018,46491,53257,15369,18250,0,2472,0,0,-44318,0,0.450039851598312,0.549960148401688,0.466084533023219,0.533915466976781,0.457152205598025,0.542847794401975
147,1e+05,69348,96395.3,36979,0.0461876,6970,17345,28557.5,34720.6,9043.97,80332.2,0.0876874,0.139794,0,0,7085,45635,51814,14790,17452,0,2257,0,0,-42583.6,0,0.451301477130318,0.548698522869682,0.468296237006024,0.531703762993976,0.458718441784008,0.541281558215992
148,1e+05,62344,96035.2,27917,0.0341745,4816,12060,7054.83,8580.4,4393.75,28755,0.016734,0.0345402,0,0,4877,39897,45368,9923,11720,0,1485,0,0,-28211.6,0,0.451213701365442,0.548786298634558,0.467917668445435,0.532082331554565,0.458485422538465,0.541514577461535
149,1e+05,54129,95640.6,15009,0.0159093,2244,5694,1787.52,2155.31,7775.13,39851.1,0.00802331,0.00871008,0,0,2264,32883,37651,4456,5387,0,604,0,0,-12077.8,0,0.453359642693192,0.546640357306807,0.46620069753594,0.53379930246406,0.452707507873616,0.547292492126384
150,1e+05,45594,95283.2,6611,0.0053724,746,2000,952.52,1143.94,29136.2,140453,0.0145702,0.00463117,0,0,751,25861,30220,1711,2010,0,207,0,0,-3864.48,0,0.454346851358957,0.545653148641043,0.461136570317933,0.538863429682067,0.459822628325719,0.540177371674281
151,1e+05,37783,94966.7,3373,0.0022941,319,931,1049.95,1278.8,98826,489634,0.0543603,0.00514428,0,0,322,20261,23969,862,1017,0,81,0,0,-1529.21,0,0.450864197530864,0.549135802469136,0.458082749265205,0.541917250734795,0.458754656732304,0.541245343267696
152,1e+05,31947,94690,2744,0.00202202,286,846,1530.74,1883.67,195127,1027850,0.177028,0.00754251,0,0,287,16412,19794,794,1001,0,90,0,0,-1589.29,0,0.448317571703457,0.551682428296543,0.45329503397227,0.54670496602773,0.442339832869081,0.557660167130919
153,1e+05,29523,94468.7,3525,0.0026977,385,1254,2727.18,3345.62,263865,1443200,0.344277,0.0134149,0,0,387,14967,17975,1145,1343,0,138,0,0,-2622.33,0,0.449081148728758,0.550918851271242,0.454343998542894,0.545656001457106,0.460209003215434,0.539790996784566
154,1e+05,31134,94340.5,5614,0.00468112,676,2137,5092.11,6628.57,364161,1969550,0.469575,0.0258914,0,0,682,15671,19132,1883,2300,0,257,0,0,-4795.95,0,0.434455168130177,0.565544831869823,0.450277274947562,0.549722725052438,0.450155390867798,0.549844609132202
155,1e+05,38670,94430.6,9782,0.0084764,1280,4009,12615.4,14604.4,553108,2974780,0.651148,0.0601294,0,0,1290,20293,24058,3346,4290,0,440,0,0,-8132.57,0,0.463464095988949,0.536535904011051,0.457554508353814,0.542445491646186,0.438187532739654,0.561812467260346
156,1e+05,52801,94984.1,17760,0.0163615,2579,7665,31949.6,40813.9,604179,3469980,0.974842,0.16074,0,0,2614,29308,34938,6656,7979,0,921,0,0,-15780.2,0,0.439088279150948,0.560911720849052,0.456184042586309,0.543815957413691,0.454800136658695,0.545199863341305
157,1e+05,66557,95910.1,29588,0.0309902,4961,13753,69164.5,84903,291781,1975990,1.04785,0.340353,0,0,5017,40485,47028,11571,14313,0,1826,0,0,-32120.2,0,0.448923361513622,0.551076638486378,0.462616982619725,0.537383017380275,0.447032916087158,0.552967083912842
158,1e+05,73060,96543.5,38208,0.0454167,6985,18432,74839.6,93445.3,62828.9,531015,0.523046,0.371764,0,0,7089,47344,54565,15776,18811,0,2347,0,0,-42127,0,0.444719639135775,0.555280360864225,0.46457133324829,0.53542866675171,0.456125133720762,0.543874866279238
159,1e+05,71379,96560.1,38673,0.048031,7266,18201,35791.4,44313.9,11415.3,103706,0.117733,0.176968,0,0,7376,47196,54156,15431,18770,0,2374,0,0,-43778.7,0,0.44680439371677,0.55319560628323,0.465664219748994,0.534335780251006,0.451185637846847,0.548814362153153
160,1e+05,64648,96215.1,30753,0.0374817,5285,13299,9294.55,11421,4519.2,31379.3,0.0212183,0.045764,0,0,5333,41775,48053,11022,13405,0,1629,0,0,-30000.7,0,0.448675029144773,0.551324970855227,0.465055439283965,0.534944560716035,0.451222008433291,0.548777991566709
161,1e+05,56820,95811,17506,0.0188986,2509,6568,2168.13,2715.7,6557.41,34462.5,0.00824396,0.0107888,0,0,2534,34702,40557,5150,6486,0,745,0,0,-13984.6,0,0.443940513899951,0.556059486100049,0.461100997887296,0.538899002112704,0.442591955998625,0.557408044001375
162,1e+05,48286,95442.2,7697,0.00653355,878,2394,975.879,1224.79,23056.3,111395,0.0122334,0.00486138,0,0,893,27621,32705,2013,2455,0,228,0,0,-4372.5,0,0.443446515582307,0.556553484417693,0.457862281603289,0.542137718396711,0.45053715308863,0.54946284691137
163,1e+05,39941,95115.8,3630,0.00254866,357,1038,970.424,1270,83391.3,409740,0.0432262,0.00494917,0,0,361,21459,25940,877,1134,0,104,0,0,-1889.6,0,0.433143012215545,0.566856987784455,0.452731070275744,0.547268929724256,0.436101442068623,0.563898557931377
164,1e+05,33520,94829.8,2744,0.00190891,289,850,1388.62,1805.54,180714,942296,0.150309,0.00705599,0,0,292,17159,21198,773,1002,0,83,0,0,-1358.69,0,0.434737145290155,0.565262854709845,0.447349897020101,0.552650102979899,0.435492957746479,0.564507042253521
165,1e+05,30075,94593.7,3232,0.00250933,366,1138,2377.13,3069.55,252958,1380030,0.318846,0.0120319,0,0,368,15106,18722,950,1324,0,140,0,0,-2221.94,0,0.436436508111363,0.563563491888637,0.446553151235663,0.553446848764337,0.417766051011434,0.582233948988566
166,1e+05,30787,94441,5040,0.00427439,640,1954,4459.9,5939.82,341141,1851780,0.449399,0.0229733,0,0,642,15281,19189,1636,2144,0,256,0,0,-4536.43,0,0.428848084371502,0.571151915628498,0.443313025819553,0.556686974180447,0.432804232804233,0.567195767195767
167,1e+05,36984,94474.9,8781,0.00768108,1157,3514,9725.65,13813.7,519579,2786940,0.610127,0.051999,0,0,1170,18548,23674,2838,3925,0,435,0,0,-7363.53,0,0.413165614173713,0.586834385826287,0.439297048931836,0.560702951068163,0.419636256099364,0.580363743900636
168,1e+05,50167,94927.6,16098,0.0147777,2329,7029,26115.4,36360.5,624262,3522890,0.919244,0.138014,0,0,2341,26267,33894,5601,7594,0,869,0,0,-16099.6,0,0.418007583724284,0.581992416275716,0.436611758448164,0.563388241551836,0.424478969306555,0.575521030693445
169,1e+05,64921,95815,27552,0.0280321,4443,12693,59764.1,82359.6,351438,2300280,1.0829,0.313964,0,0,4485,37254,47064,9948,13799,0,1624,0,0,-28725.9,0,0.420507628214013,0.579492371785986,0.441827367821817,0.558172632178183,0.418916073609298,0.581083926390702
170,1e+05,72708,96520.3,37338,0.0437508,6880,18118,73753.7,102434,84092.1,686609,0.624456,0.389224,0,0,6964,45040,55537,14434,19381,0,2413,0,0,-43670.9,0,0.418608676996181,0.581391323003819,0.447816101096672,0.552183898903328,0.426851988762384,0.573148011237616
171,1e+05,72264,96623.7,39359,0.0498474,7316,18698,40108.1,55688,14737.7,135395,0.156914,0.211631,0,0,7420,46153,56232,15159,20179,0,2471,0,0,-43874.2,0,0.418681971395495,0.581318028604505,0.450778922693754,0.549221077306246,0.4289716452544,0.5710283547456
172,1e+05,66052,96311.3,32867,0.0405528,5802,14671,11277.5,15603,4831.3,35613.4,0.0275101,0.0593838,0,0,5871,41398,50650,11497,15330,0,1845,0,0,-33626.5,0,0.419542047208943,0.580457952791057,0.449743612028507,0.550256387971493,0.428560778320349,0.571439221679651
173,1e+05,58199,95905.4,19991,0.0221122,3081,7848,2570.37,3570.43,5673.97,30758.8,0.00881798,0.0135657,0,0,3111,34574,43007,5909,8054,0,854,0,0,-16666,0,0.418572498697238,0.581427501302762,0.44565035253477,0.55434964746523,0.423189858912841,0.576810141087159
174,1e+05,49815,95529.1,8808,0.00778584,1087,2773,996.794,1389.25,18243.4,88573.1,0.0105314,0.00527088,0,0,1101,27555,35153,2161,3068,0,277,0,0,-5458.26,0,0.417760108363467,0.582239891636533,0.439417618166741,0.560582381833259,0.413272136163702,0.586727863836298
