"Setting","Factor","First","Effect","MAX","MIN","EIR","Resistance_level","Treatment_access","Dosage","Seasonality","sum_first"
"Spread_sesonality1_EIR_500_Access_0.04_Resistance_18_Dosage_0","half-life_long",0.00152809312994883,"First",0.00926518276468968,-0.00522253867316544,500,18,0.04,0,"sesonality1",0.997032863265961
"Spread_sesonality1_EIR_500_Access_0.04_Resistance_18_Dosage_0","MKR_long",0.000826287602851218,"First",0.0085277716087181,-0.00598105793974255,500,18,0.04,0,"sesonality1",0.997032863265961
"Spread_sesonality1_EIR_500_Access_0.04_Resistance_18_Dosage_0","Diangostic",0.00121574285732848,"First",0.00904969789673351,-0.00553493443421452,500,18,0.04,0,"sesonality1",0.997032863265961
"Spread_sesonality1_EIR_500_Access_0.04_Resistance_18_Dosage_0","IC50_S_short",0.000633265757327463,"First",0.00834525313874472,-0.00609898918044202,500,18,0.04,0,"sesonality1",0.997032863265961
"Spread_sesonality1_EIR_500_Access_0.04_Resistance_18_Dosage_0","half-life_short",0.00105083117219307,"First",0.00877697390891991,-0.00578185343470177,500,18,0.04,0,"sesonality1",0.997032863265961
"Spread_sesonality1_EIR_500_Access_0.04_Resistance_18_Dosage_0","MKR_short",0.00140879146712862,"First",0.00901973886248556,-0.00529192427019905,500,18,0.04,0,"sesonality1",0.997032863265961
"Spread_sesonality1_EIR_500_Access_0.04_Resistance_18_Dosage_0","Cmax/IC50",0.00577872699852659,"First",0.0135787492072352,-0.000961240200394294,500,18,0.04,0,"sesonality1",0.997032863265961
"Spread_sesonality1_EIR_500_Access_0.04_Resistance_18_Dosage_0","Fitness",0.986762184026039,"Total",0.993566146292372,0.978897370524796,500,18,0.04,0,"sesonality1",0
"Spread_sesonality1_EIR_500_Access_0.04_Resistance_18_Dosage_0","half-life_long",0.00319766040675918,"Total",0.00324824215342481,0.00314597648903196,500,18,0.04,0,"sesonality1",0
"Spread_sesonality1_EIR_500_Access_0.04_Resistance_18_Dosage_0","MKR_long",0.00129327253454887,"Total",0.00131375138874302,0.0012727711137175,500,18,0.04,0,"sesonality1",0
"Spread_sesonality1_EIR_500_Access_0.04_Resistance_18_Dosage_0","Diangostic",0.00416485013547916,"Total",0.00422001679484088,0.00410910900156792,500,18,0.04,0,"sesonality1",0
"Spread_sesonality1_EIR_500_Access_0.04_Resistance_18_Dosage_0","IC50_S_short",0.00114714940517684,"Total",0.00116315889512669,0.00113188201226254,500,18,0.04,0,"sesonality1",0
"Spread_sesonality1_EIR_500_Access_0.04_Resistance_18_Dosage_0","half-life_short",0.00114107243064169,"Total",0.00115593056011977,0.00112666242672862,500,18,0.04,0,"sesonality1",0
"Spread_sesonality1_EIR_500_Access_0.04_Resistance_18_Dosage_0","MKR_short",0.00202399228871518,"Total",0.00205989345019191,0.00198911221486308,500,18,0.04,0,"sesonality1",0
"Spread_sesonality1_EIR_500_Access_0.04_Resistance_18_Dosage_0","Cmax/IC50",0.00757243771532959,"Total",0.00767975607249902,0.00745513020010911,500,18,0.04,0,"sesonality1",0
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_7_Dosage_0","Fitness",0.110608213433395,"First",0.102374341320933,0.0791349144008859,5,7,0.5,0,"sesonality1",0.821313832783645
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_7_Dosage_0","half-life_long",0.0883869982467612,"First",0.0862368051088344,0.0586997644448216,5,7,0.5,0,"sesonality1",0.821313832783645
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_7_Dosage_0","MKR_long",0,"First",0.00820257826909459,-0.0173223972621363,5,7,0.5,0,"sesonality1",0.821313832783645
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_7_Dosage_0","Diangostic",0,"First",0.00604720519483799,-0.0194939281344366,5,7,0.5,0,"sesonality1",0.821313832783645
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_7_Dosage_0","IC50_S_short",0,"First",0.00687115013198111,-0.018226211225103,5,7,0.5,0,"sesonality1",0.821313832783645
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_7_Dosage_0","half-life_short",0.0058791041649894,"First",0.0175413650420167,-0.00806621497711326,5,7,0.5,0,"sesonality1",0.821313832783645
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_7_Dosage_0","MKR_short",0,"First",0.00518446377467934,-0.0202325573412522,5,7,0.5,0,"sesonality1",0.821313832783645
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_7_Dosage_0","Cmax/IC50",0.795125684154855,"First",0.66005960865522,0.646306825665367,5,7,0.5,0,"sesonality1",0.821313832783645
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_7_Dosage_0","Fitness",0.105532966389754,"Total",0.107304245516501,0.103695479294382,5,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_7_Dosage_0","half-life_long",0.191951437581304,"Total",0.195640495809303,0.187963876268598,5,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_7_Dosage_0","MKR_long",0.0112623412054616,"Total",0.0114899173650892,0.0110272781176472,5,7,0.5,0,"sesonality1",0
